date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:29:52	2370/2370	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Nov%202019%2021:06:03%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/style.css?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/style0133.css	(from https://logipro.freevision.me/)
08:29:52	11821/11821	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202017%2008:01:42%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/css/primary-menu-classic.css?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/css/primary-menu-classic0133.css	(from https://logipro.freevision.me/)
08:29:52	117031/117031	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Nov%202021%2006:06:03%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/logistics.css?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/logistics0133.css	(from https://logipro.freevision.me/)
08:29:52	68381/68381	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202017%2008:01:50%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/font/font.min.css?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/font/font.min0133.css	(from https://logipro.freevision.me/)
08:29:53	4410/4410	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202017%2008:01:44%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/css/single-nav.css?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/css/single-nav0133.css	(from https://logipro.freevision.me/)
08:29:53	4248/4248	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202017%2008:03:20%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/scripts/fancybox/jquery.fancybox.css?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/scripts/fancybox/jquery.fancybox0133.css	(from https://logipro.freevision.me/)
08:29:53	1889/1889	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202017%2008:01:42%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/css/flickity.min.css?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/css/flickity.min0133.css	(from https://logipro.freevision.me/)
08:29:53	30485/30485	---M-Z	200	added ('OK')	text/css	date:Mon,%2028%20Aug%202017%2008:01:40%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/css/animsition.min.css?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/css/animsition.min0133.css	(from https://logipro.freevision.me/)
08:29:54	96874/96874	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Sep%202019%2008:26:10%20GMT	https://logipro.freevision.me/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-includes/js/jquery/jqueryb8ff.js	(from https://logipro.freevision.me/)
08:29:54	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Mar%202017%2008:44:22%20GMT	https://logipro.freevision.me/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://logipro.freevision.me/)
08:29:54	1053/1053	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2012%20Apr%202017%2020:32:36%20GMT	https://logipro.freevision.me/wp-content/plugins/mailchimp-widget/js/mailchimp-widget-min.js?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/plugins/mailchimp-widget/js/mailchimp-widget-min0133.js	(from https://logipro.freevision.me/)
08:29:54	42573/42573	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202017%2008:03:14%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/scripts/datetimepicker/datetimepicker.js?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/scripts/datetimepicker/datetimepicker0133.js	(from https://logipro.freevision.me/)
08:29:55	14797/14797	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Nov%202019%2020:43:34%20GMT	https://logipro.freevision.me/wp-content/plugins/freevision-tracker/script/frontend.js?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/plugins/freevision-tracker/script/frontend0133.js	(from https://logipro.freevision.me/)
08:29:55	110418/110418	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20Dec%202017%2018:19:02%20GMT	https://logipro.freevision.me/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.6.4	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min9d07.js	(from https://logipro.freevision.me/)
08:29:55	64901/64901	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20Dec%202017%2018:19:02%20GMT	https://logipro.freevision.me/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.6.4	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min9d07.js	(from https://logipro.freevision.me/)
08:29:55	14424/14424	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202017%2008:01:38%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/scripts/modernizr.js?ver=4.8.25	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/scripts/modernizr0133.js	(from https://logipro.freevision.me/)
08:29:56	57692/57692	---M--	200	added ('OK')	application/json	etag:%22121136-1741813358;;;%22	https://logipro.freevision.me/wp-json/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-json/index.html	(from https://logipro.freevision.me/)
08:29:56	866/866	---M-Z	200	added ('OK')	text/xml	date:Thu,%2013%20Mar%202025%2007:29:58%20GMT	https://logipro.freevision.me/xmlrpc.php?rsd	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/xmlrpc0db0.php	(from https://logipro.freevision.me/)
08:29:56	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2009%20Mar%202017%2008:44:22%20GMT	https://logipro.freevision.me/wp-includes/wlwmanifest.xml	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-includes/wlwmanifest.xml	(from https://logipro.freevision.me/)
08:29:57	2288/2288	---M--	200	added ('OK')	application/json	etag:%22121384-1741850999;;;%22	https://logipro.freevision.me/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flogipro.freevision.me%2F	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-json/oembed/1.0/embed1a3b.json	(from https://logipro.freevision.me/)
08:29:57	2385/2385	---M-Z	200	added ('OK')	text/xml	etag:%22121385-1741850999;gz%22	https://logipro.freevision.me/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flogipro.freevision.me%2F&format=xml	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-json/oembed/1.0/embeda0c8	(from https://logipro.freevision.me/)
08:29:57	3881/3881	---M--	200	added ('OK')	image/gif	date:Mon,%2028%20Aug%202017%2008:01:24%20GMT	https://logipro.freevision.me/wp-content/themes/logistics/favico.gif	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/favico.gif	(from https://logipro.freevision.me/)
08:29:58	3952/3952	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Aug%202017%2008:02:54%20GMT	https://logipro.freevision.me/wp-content/themes/logistics//images/logo.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/images/logo.png	(from https://logipro.freevision.me/)
08:29:58	84374/84374	---M--	200	added ('OK')	image/png	date:Mon,%2015%20May%202017%2018:35:58%20GMT	https://logipro.freevision.me/wp-content/uploads/2016/05/globe_schema-min.png?id=158	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/uploads/2016/05/globe_schema-mina7a0.png	(from https://logipro.freevision.me/)
08:29:59	2429/2429	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Aug%202017%2008:02:56%20GMT	https://logipro.freevision.me/wp-content/themes/logistics//images/telephone.svg	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/themes/logistics/images/telephone.svg	(from https://logipro.freevision.me/)
08:29:59	100793/100793	---M-Z	200	added ('OK')	text/html	etag:%22121139-1741813379;gz%22	https://logipro.freevision.me/homepages/homepage-business/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/homepages/homepage-business/index.html	(from https://logipro.freevision.me/)
08:29:59	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2013%20Mar%202025%2007:30:01%20GMT	https://logipro.freevision.me/homepages/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/homepages/index.html	(from https://logipro.freevision.me/)
08:30:00	134528/134528	---M-Z	200	added ('OK')	text/html	etag:%22121140-1741813385;gz%22	https://logipro.freevision.me/homepages/homepage-creative/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/homepages/homepage-creative/index.html	(from https://logipro.freevision.me/)
08:30:00	71/71	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Dec%202017%2018:18:32%20GMT	https://logipro.freevision.me/wp-content/plugins/revslider/admin/assets/images/transparent.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/plugins/revslider/admin/assets/images/transparent.png	(from https://logipro.freevision.me/)
08:30:00	135130/135130	---M-Z	200	added ('OK')	text/html	etag:%22121141-1741813390;gz%22	https://logipro.freevision.me/homepages/homepage-full-canvas/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/homepages/homepage-full-canvas/index.html	(from https://logipro.freevision.me/)
08:30:00	109599/109599	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2007:54:28%20GMT	https://logistics.freevision.me/wp-content/uploads/2017/04/services_slider_bg.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logistics.freevision.me/wp-content/uploads/2017/04/services_slider_bg.png	(from https://logipro.freevision.me/)
08:30:00	145112/145112	---M-Z	200	added ('OK')	text/html	etag:%22121142-1741813395;gz%22	https://logipro.freevision.me/homepages/homepage-compact/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/homepages/homepage-compact/index.html	(from https://logipro.freevision.me/)
08:30:00	115892/115892	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2011:57:26%20GMT	https://logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_81768646-min.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_81768646-min.png	(from https://logipro.freevision.me/)
08:30:01	259389/259389	---M-Z	200	added ('OK')	text/html	etag:%22121144-1741813397;gz%22	https://logipro.freevision.me/homepages/homepage-boxed/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/homepages/homepage-boxed/index.html	(from https://logipro.freevision.me/)
08:30:01	74017/74017	---M-Z	200	added ('OK')	text/html	etag:%22121145-1741813400;gz%22	https://logipro.freevision.me/homepages/homepage-video/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/homepages/homepage-video/index.html	(from https://logipro.freevision.me/)
08:30:01	69854/69854	---M-Z	200	added ('OK')	text/html	etag:%22121147-1741813417;gz%22	https://logipro.freevision.me/company/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/index.html	(from https://logipro.freevision.me/)
08:30:01	73548/73548	---M-Z	200	added ('OK')	text/html	etag:%22121148-1741813420;gz%22	https://logipro.freevision.me/company/at-a-glance/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/at-a-glance/index.html	(from https://logipro.freevision.me/)
08:30:02	149855/149855	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2011:57:28%20GMT	https://logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_414825082-min.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_414825082-min.png	(from https://logipro.freevision.me/)
08:30:02	71603/71603	---M-Z	200	added ('OK')	text/html	etag:%22121149-1741813422;gz%22	https://logipro.freevision.me/company/about-us/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/about-us/index.html	(from https://logipro.freevision.me/)
08:30:02	68584/68584	---M-Z	200	added ('OK')	text/html	etag:%22121150-1741813424;gz%22	https://logipro.freevision.me/company/presidents-message/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/presidents-message/index.html	(from https://logipro.freevision.me/)
08:30:02	99767/99767	---M-Z	200	added ('OK')	text/html	etag:%22121151-1741813426;gz%22	https://logipro.freevision.me/company/management-team/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/management-team/index.html	(from https://logipro.freevision.me/)
08:30:03	133159/133159	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Apr%202017%2007:34:54%20GMT	https://logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_388136674-min.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_388136674-min.png	(from https://logipro.freevision.me/)
08:30:03	74923/74923	---M-Z	200	added ('OK')	text/html	etag:%22121152-1741813427;gz%22	https://logipro.freevision.me/company/awards-accreditations/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/awards-accreditations/index.html	(from https://logipro.freevision.me/)
08:30:03	77166/77166	---M-Z	200	added ('OK')	text/html	etag:%22121153-1741813431;gz%22	https://logipro.freevision.me/company/our-history/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/our-history/index.html	(from https://logipro.freevision.me/)
08:30:03	70577/70577	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Apr%202017%2020:39:58%20GMT	https://logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_64576030-min.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_64576030-min.png	(from https://logipro.freevision.me/)
08:30:03	76646/76646	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Apr%202017%2007:34:52%20GMT	https://logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_144149950-min.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logistics.freevision.me/wp-content/uploads/2017/04/shutterstock_144149950-min.png	(from https://logipro.freevision.me/)
08:30:03	71580/71580	---M-Z	200	added ('OK')	text/html	etag:%22121154-1741813433;gz%22	https://logipro.freevision.me/company/company-timeline/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/company-timeline/index.html	(from https://logipro.freevision.me/)
08:30:04	636/636	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Jul%202017%2018:53:56%20GMT	https://logipro.freevision.me/wp-content/plugins/frv-logistics-essentials/images/right-arrow.svg	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/plugins/frv-logistics-essentials/images/right-arrow.svg	(from https://logipro.freevision.me/)
08:30:04	77730/77730	---M-Z	200	added ('OK')	text/html	etag:%22121155-1741813435;gz%22	https://logipro.freevision.me/company/our-clients/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/our-clients/index.html	(from https://logipro.freevision.me/)
08:30:05	71280/71280	---M-Z	200	added ('OK')	text/html	etag:%22121156-1741813437;gz%22	https://logipro.freevision.me/company/careers/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/careers/index.html	(from https://logipro.freevision.me/)
08:30:05	72344/72344	---M-Z	200	added ('OK')	text/html	etag:%22121157-1741813438;gz%22	https://logipro.freevision.me/company/testimonials/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/testimonials/index.html	(from https://logipro.freevision.me/)
08:30:05	78352/78352	---M-Z	200	added ('OK')	text/html	etag:%22121158-1741813440;gz%22	https://logipro.freevision.me/company/faqs/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/company/faqs/index.html	(from https://logipro.freevision.me/)
08:30:05	111748/111748	---M-Z	200	added ('OK')	text/html	etag:%22121160-1741813444;gz%22	https://logipro.freevision.me/services/services-solutions/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/services/services-solutions/index.html	(from https://logipro.freevision.me/)
08:30:06	113110/113110	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20May%202017%2018:56:34%20GMT	https://logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_112338464-min.jpg	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_112338464-min.jpg	(from https://logipro.freevision.me/)
08:30:06	70062/70062	---M-Z	200	added ('OK')	text/html	etag:%22121159-1741813442;gz%22	https://logipro.freevision.me/services/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/services/index.html	(from https://logipro.freevision.me/)
08:30:06	100113/100113	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20May%202017%2018:56:42%20GMT	https://logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_421583941-min.jpg	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_421583941-min.jpg	(from https://logipro.freevision.me/)
08:30:06	81717/81717	---M-Z	200	added ('OK')	text/html	etag:%22121161-1741813446;gz%22	https://logipro.freevision.me/services/ground-freight-services/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/services/ground-freight-services/index.html	(from https://logipro.freevision.me/)
08:30:07	56168/56168	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20May%202017%2019:02:52%20GMT	https://logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_573099904-min.jpg	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_573099904-min.jpg	(from https://logipro.freevision.me/)
08:30:07	77109/77109	---M-Z	200	added ('OK')	text/html	etag:%22121162-1741813448;gz%22	https://logipro.freevision.me/services/air-freight/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/services/air-freight/index.html	(from https://logipro.freevision.me/)
08:30:07	315905/315905	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20May%202017%2018:56:38%20GMT	https://logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_185659925-min.jpg	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_185659925-min.jpg	(from https://logipro.freevision.me/)
08:30:07	77329/77329	---M-Z	200	added ('OK')	text/html	etag:%22121146-1741813413;gz%22	https://logipro.freevision.me/services/ocean-freight/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/services/ocean-freight/index.html	(from https://logipro.freevision.me/)
08:30:07	79650/79650	---M-Z	200	added ('OK')	text/html	etag:%22121163-1741813450;gz%22	https://logipro.freevision.me/services/warehousing-distribution/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/services/warehousing-distribution/index.html	(from https://logipro.freevision.me/)
08:30:07	74952/74952	---M-Z	200	added ('OK')	text/html	etag:%22121164-1741813464;gz%22	https://logipro.freevision.me/services/customs-brokerage/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/services/customs-brokerage/index.html	(from https://logipro.freevision.me/)
08:30:07	20931/20931	---M--	200	added ('OK')	image/png	date:Thu,%2011%20May%202017%2020:46:48%20GMT	https://logipro.freevision.me/wp-content/uploads/2016/05/picto01.png	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/uploads/2016/05/picto01.png	(from https://logipro.freevision.me/)
08:30:08	43127/43127	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20May%202017%2019:15:44%20GMT	https://logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_516278854-min.jpg	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/wp-content/uploads/2016/05/shutterstock_516278854-min.jpg	(from https://logipro.freevision.me/)
08:30:08	73470/73470	---M-Z	200	added ('OK')	text/html	etag:%22121165-1741813466;gz%22	https://logipro.freevision.me/services/value-added-services/	C:/Users/Orizma/Desktop/oreva/PERSONAL/OVO/COURIER/New%20folder/logipro/logipro.freevision.me/services/value-added-services/index.html	(from https://logipro.freevision.me/)
